Supplier,internal_company_code,Risk Type,topline_risk_score,transparency_score,frdm_score,all_country_risk_score,all_industry_risk_score,purchase_risk,all_alerts_count,trade_partner_risk,Spend Amount,Spend Level,supplier_id,id,parent_id,created_at,created_at,Countries,Industries,Products,Product Regulations,Industry Regulations,Documents,Warnings
DOTSON COMPANY INC,0,human_rights,0.6,0.308,68,0.17059,0.65784,0.6391070085853783,0,0.022500000000000003,780124.0,,150806,52,0,2021-04-27 15:19:26 UTC,2021-04-27 16:04:53 UTC,USA,Iron Foundries| Machine Shops,Metal and mineral industries,,CSDDD| Energy Star| Water Pollution Direct| Water Pollution Supply Chain,,
REDNECK TRAILER SUPPLIES,0,human_rights,0.6,0.34,44,0.17059,1.0,0.5409571645939178,0,,815735.0,,150044,52,0,2021-04-27 15:18:34 UTC,2021-04-27 16:03:31 UTC,USA,Recreational Vehicle Dealers,Specialized and recreational vehicles,Conflict Mineral,Australia MSA,,
"FORI AUTOMATION, INC._OSH",0,human_rights,0.6,0.21600000000000003,34,0.17059,0.8,,0,,1033770.0,,150014,52,0,2021-04-27 15:18:33 UTC,2021-04-27 16:03:27 UTC,USA,Industrial Machinery and Equipment Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
DERSE INC,0,human_rights,0.6,0.21200000000000002,34,0.17059,0.01,,0,0.4666666666666666,1173994.0,,149994,52,0,2021-04-27 15:18:31 UTC,2021-04-27 16:03:25 UTC,USA,Marketing Consulting Services,,,Data Breach High Incident,,
"BLACKSTONE/OTR, LLC",0,human_rights,0.6,0.336,44,0.17059,1.0,0.532268437236818,3,,1177496.0,,149993,52,0,2021-04-27 15:18:31 UTC,2021-04-27 16:03:25 UTC,USA,Industrial Supplies Merchant Wholesalers| Other Electronic Component Manufacturing| Tire and Tube Merchant Wholesalers,Industrial machinery components and accessories,Conflict Mineral,Australia MSA| Canada MSA| CBAM| CSRD| Data Breach Vulnerability| Dutch CLDD| EUBR| EUFLR| LKSG| PFAS| UFLPA| UK MSA| Water Pollution Supply Chain| WEEE,,
FLYER DEFENSE LLC,0,human_rights,0.6,0.23200000000000004,38,0.17059,0.8362,,0,,1295314.0,,151236,52,0,2021-04-27 15:19:55 UTC,2021-04-27 16:05:38 UTC,USA,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",,,CBAM| Conflict Mineral| EUBR| PFAS| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
SHPAC KOREA,0,human_rights,0.6,0.22,34,0.34446,0.63983,,0,,1338700.0,,149964,52,0,2021-04-27 15:18:30 UTC,2021-04-27 16:03:22 UTC,KOR,Industrial Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
GREAT LAKES INDUSTRY,0,human_rights,0.6,0.3,49,0.65231,0.8,0.12886999999999998,0,,1368702.0,,151223,52,0,2021-04-27 15:19:55 UTC,2021-04-27 16:05:36 UTC,CHN| MEX| MYS| USA,Industrial Machinery and Equipment Merchant Wholesalers| Iron and Steel Forging,Forgings,Conflict Mineral,Canada MSA| CBAM| CSDDD| CSRD| Data Breach Vulnerability| Dutch CLDD| EUBR| EUFLR| LKSG| Water Pollution Direct| Water Pollution Supply Chain,,
INDUSTRIES SPENCER,0,human_rights,0.6,0.308,43,0.17059,0.73225,0.8506751939609987,0,,1417579.0,,149969,52,0,2021-04-27 15:18:30 UTC,2021-04-27 16:03:22 UTC,USA,Boat Building,Fishing ship or boat building services,,CBAM| EUBR| PFAS,,
WORLDWIDE CONSTRUCTION EQ,0,human_rights,0.6,0.2,33,0.17059,0.8,,0,,1844700.0,,149917,52,0,2021-04-27 15:18:27 UTC,2021-04-27 16:03:17 UTC,USA,Industrial Machinery and Equipment Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
COPE PLASTICS INC,0,human_rights,0.6,0.34800000000000003,82,0.17059,0.82347,0.2858382812816532,0,,1894335.0,,150699,52,0,2021-04-27 15:19:19 UTC,2021-04-27 16:04:41 UTC,USA,All Other Miscellaneous Manufacturing| All Other Miscellaneous Store Retailers (except Tobacco Stores)| Plastics Materials and Basic Forms and Shapes Merchant Wholesalers,Plastics Or Resins Or Fibers Manufacturing Services| Retail Distribution Services,,Data Breach Vulnerability| PFAS| UK MSA,,Export Restrictions| Import Restrictions| Investment Regulations| Labor Dispute Activity| Military Application Commodity| Severe Tariff Measures| Subsidy Distortion| Tariff Escalation| Tariff Quota| Tariff Volatility| Trade Barriers| US Department of Labor Product Watchlist
PAILTON INCORPORATED,0,human_rights,0.6,0.32,48,0.65231,0.8,0.169086,0,,5846686.0,,151083,52,0,2021-04-27 15:19:45 UTC,2021-04-27 16:05:22 UTC,CHE| CHN| DEU| HKG| HUN| IND| ITA| MEX| MYS| NLD| NOR| SWE| TWN| USA,Construction Machinery Manufacturing| Electric Power Distribution| Industrial Machinery and Equipment Merchant Wholesalers,Building and Construction Machinery and Accessories,,CBAM| Data Breach High Incident| Data Breach Vulnerability| EUBR| Political Risk Liability| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
RR ITALY_OSH,0,human_rights,0.6,0.276,44,0.65231,0.8,0.09994345499358515,0,,8387700.0,,149793,52,0,2021-04-27 15:18:19 UTC,2021-04-27 16:03:04 UTC,CHN| MEX| MYS| USA,Business Associations| Industrial Machinery and Equipment Merchant Wholesalers,Business Associations,,CBAM| Data Breach High Incident| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
CUSTOM FIBERGLASS MOLDING INC,0,human_rights,0.6,0.256,49,0.17059,0.95214,0.4531810353321162,0,,16175126.0,,151013,52,0,2021-04-27 15:19:40 UTC,2021-04-27 16:05:14 UTC,USA,Mineral Wool Manufacturing,Insulating wool,Conflict Mineral,CSDDD| Energy Star,,
STS TECHNICAL SERVICES,0,human_rights,0.6,0.21600000000000003,36,0.17059,0.01921,,3,0.32666666666666666,34997671.0,,150994,52,0,2021-04-27 15:19:38 UTC,2021-04-27 16:05:12 UTC,USA,Engineering Services| Temporary Help Services,,,Data Breach High Incident| Data Breach Vulnerability| Water Pollution Supply Chain,,
SHPAC USA INC_OSH,0,human_rights,0.6,0.20400000000000001,33,0.17059,0.8,,0,,40785518.0,,149756,52,0,2021-04-27 15:18:17 UTC,2021-04-27 16:03:00 UTC,USA,Industrial Machinery and Equipment Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
JWF Industries,108895798,human_rights,0.6,0.052000000000000005,9,0.17059,,,0,,,,633463,52,0,2023-07-13 09:47:10 UTC,2023-07-13 09:47:10 UTC,USA,,,,,,
Griffin Industries Corp.,114031842,human_rights,0.6,0.15200000000000002,18,0.17059,0.73507,,0,,,,633479,52,0,2023-07-13 09:47:13 UTC,2023-07-13 09:47:13 UTC,USA,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
ConcentricAB,116048885,human_rights,0.6,0.12,13,0.17059,0.7059,,0,,,,633496,52,0,2023-07-13 09:47:16 UTC,2023-07-13 09:47:16 UTC,USA,Fluid Power Pump and Motor Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"Wise Harness Solutions, Inc.",116608122,human_rights,0.6,0.04800000000000001,4,0.17059,,,0,,,,633498,52,0,2023-07-13 09:47:16 UTC,2023-07-13 09:47:17 UTC,USA,,,,,,
AUTO-JET MUFFLER CORP.,117394303,human_rights,0.6,0.04800000000000001,4,0.17059,,,0,,,,633505,52,0,2023-07-13 09:47:18 UTC,2023-07-13 09:47:18 UTC,USA,,,,,,
"John Boyd Enterprises, Inc.",131623209,human_rights,0.6,0.1,18,0.17059,0.6765,,0,,,,633564,52,0,2023-07-13 09:47:29 UTC,2023-07-13 09:47:29 UTC,USA,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,,,Conflict Mineral| Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
"Willington Nameplate, Inc.",1447655,human_rights,0.6,0.09600000000000002,18,0.17059,0.66643,,0,,,,633596,52,0,2023-07-13 09:47:36 UTC,2023-07-13 09:47:36 UTC,USA,"Metal Coating, Engraving (Except Jewelry and Silverware), and Allied Services to Manufacturers",,,CSDDD| PFAS| Water Pollution Direct| Water Pollution Supply Chain,,
Oshkosh Fire and Police Equipment Inc,147735260,human_rights,0.6,0.036000000000000004,3,0.17059,,,0,,,,633605,52,0,2023-07-13 09:47:37 UTC,2023-07-13 09:47:37 UTC,USA,,,,,,
"Pro Poly of America, Inc.",160053997,human_rights,0.6,0.052000000000000005,4,0.17059,,,0,,,,633641,52,0,2023-07-13 09:47:45 UTC,2023-07-13 09:47:45 UTC,USA,,,,,,
"Complete Drives, Inc.",175587302,human_rights,0.6,0.052000000000000005,4,0.17059,,,0,,,,633671,52,0,2023-07-13 09:47:51 UTC,2023-07-13 09:47:51 UTC,USA,,,,,,
MID-AM METAL FORMING,181817628,human_rights,0.6,0.052000000000000005,4,0.17059,,,0,,,,633687,52,0,2023-07-13 09:47:53 UTC,2023-07-13 09:47:53 UTC,USA,,,,,,
NEENAH FOUNDRY COMPANY,194718961,human_rights,0.6,0.28400000000000003,69,0.4893,0.65784,0.4717331075697212,0,,3526526.0,,149855,52,0,2021-04-27 15:18:23 UTC,2021-04-27 16:03:10 UTC,IND| USA,Iron Foundries| Landscaping Services| Steel Foundries (except Investment),Landscaping Services,,CSDDD| CSRD| Data Breach Vulnerability| Dutch CLDD| Energy Star| EUFLR| LKSG,,
Superior Chemical,23335086,human_rights,0.6,0.052000000000000005,9,0.17059,,,0,,,,665400,52,0,2024-09-09 18:26:53 UTC,2024-09-09 18:26:53 UTC,USA,,,,,,
Rochester Magnet Co,26684009,human_rights,0.6,0.124,18,0.17059,0.70381,,0,,,,633828,52,0,2023-07-13 09:48:23 UTC,2023-07-13 09:48:23 UTC,USA,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",,,CSDDD| Energy Star,,
MCNICHOLS COMPANY,2947703,human_rights,0.6,0.18,19,0.17059,0.7575,,0,,,,108240,52,0,2021-03-29 18:06:51 UTC,2024-09-09 18:26:48 UTC,USA,Metal Service Centers and Other Metal Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
TRUFLO AIR MOVEMENT LIMITED,346965622,human_rights,0.6,0.14,18,0.11939,0.77404,,0,,,,633882,52,0,2023-07-13 09:48:35 UTC,2023-07-13 09:48:35 UTC,GBR,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"C.F. Roark Welding & Engineering Co., Inc.",3545,human_rights,0.6,0.10800000000000001,13,0.17059,0.68819,,0,,,,633885,52,0,2023-07-13 09:48:36 UTC,2023-07-13 09:48:36 UTC,USA,Sheet Metal Work Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
"C. C. Sharrow Co., Inc.",3898780,human_rights,0.6,0.11200000000000002,13,0.17059,0.68804,,0,,,,665428,52,0,2024-09-09 18:27:37 UTC,2024-09-09 18:27:37 UTC,USA,Other Fabricated Wire Product Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
Diversified Products Manufacturing,4059663,human_rights,0.6,0.052000000000000005,4,0.17059,,,0,,,,633945,52,0,2023-07-13 09:48:47 UTC,2023-07-13 09:48:47 UTC,USA,,,,,,
International Steel & Counterweights LLC,41476660,human_rights,0.6,0.16,14,0.17059,0.73507,,0,,,,633959,52,0,2023-07-13 09:48:50 UTC,2023-07-13 09:48:50 UTC,USA,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
East End Welding LP,41637141,human_rights,0.6,0.09600000000000002,14,0.17059,0.6543,,0,,,,633971,52,0,2023-07-13 09:48:53 UTC,2023-07-13 09:48:53 UTC,USA,Fabricated Structural Metal Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
Fabrication Excellence,4186,human_rights,0.6,0.10800000000000001,13,0.17059,0.68819,,0,,,,633978,52,0,2023-07-13 09:48:54 UTC,2023-07-13 09:48:54 UTC,USA,Sheet Metal Work Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
"METAL FINISHING SUPPLY CO., INC.",43477561,human_rights,0.6,0.11600000000000002,13,0.17059,0.698,,0,,,,634024,52,0,2023-07-13 09:49:02 UTC,2023-07-13 09:49:02 UTC,USA,"Electroplating, Plating, Polishing, Anodizing, and Coloring",,,CSDDD| PFAS| Water Pollution Direct| Water Pollution Supply Chain,,
REXROTH HYDRAULIC SERVICES,4650,human_rights,0.6,0.136,14,0.17059,0.7059,,0,,,,634123,52,0,2023-07-13 09:49:21 UTC,2023-07-13 09:49:21 UTC,USA,Fluid Power Pump and Motor Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Qualex Machining,4800,human_rights,0.6,0.09200000000000001,19,0.17059,0.64685,,0,,,,634151,52,0,2023-07-13 09:49:27 UTC,2023-07-13 09:49:27 UTC,USA,All Other Miscellaneous General Purpose Machinery Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"Wiley Metal Fabricating, Inc",4844,human_rights,0.6,0.044000000000000004,4,0.17059,,,0,,,,634162,52,0,2023-07-13 09:49:29 UTC,2023-07-13 09:49:29 UTC,USA,,,,,,
"Trilogy Plastics Alliance, Inc.",5226,human_rights,0.6,0.128,18,0.17059,0.71713,,3,,,,634256,52,0,2023-07-13 09:49:47 UTC,2023-07-13 09:49:47 UTC,USA,All Other Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"Metalcraft of Mayville, Inc.",52907995,human_rights,0.6,0.17600000000000002,19,0.17059,0.745,,0,,,,634280,52,0,2023-07-13 09:49:51 UTC,2023-07-13 09:49:51 UTC,USA,Metal Stamping,,,Canada MSA| Conflict Mineral| CSDDD| CSRD| Dutch CLDD| EUFLR| LKSG| Water Pollution Direct| Water Pollution Supply Chain,,
"Processed Metals Innovators, Inc.",53321357,human_rights,0.6,0.15200000000000002,14,0.17059,0.73172,,0,,,,634311,52,0,2023-07-13 09:49:57 UTC,2023-07-13 09:49:57 UTC,USA,"Metal Crown, Closure, and Other Metal Stamping (Except Automotive)",,,Canada MSA| CSDDD| CSRD| Dutch CLDD| EUFLR| LKSG| Water Pollution Direct| Water Pollution Supply Chain,,
Ksm Industries Inc.,54100078,human_rights,0.6,0.15600000000000003,19,0.17059,0.73507,,0,,,,634326,52,0,2023-07-13 09:50:00 UTC,2023-07-13 09:50:00 UTC,USA,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
ES Plastic Products LLC,54100490,human_rights,0.6,0.136,13,0.17059,0.7205,,0,,,,665426,52,0,2024-09-09 18:27:33 UTC,2024-09-09 18:27:33 UTC,USA,Other Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"SPARTANBURG STEEL PRODUCTS, INC.",55276380,human_rights,0.6,0.14,13,0.17059,0.73172,,0,,,,634376,52,0,2023-07-13 09:50:09 UTC,2023-07-13 09:50:09 UTC,USA,"Metal Crown, Closure, and Other Metal Stamping (Except Automotive)",,,Canada MSA| CSDDD| CSRD| Dutch CLDD| EUFLR| LKSG| Water Pollution Direct| Water Pollution Supply Chain,,
Specialty Lighting Inc,55710263,human_rights,0.6,0.168,19,0.17059,0.746,,0,,,,634397,52,0,2023-07-13 09:50:13 UTC,2023-07-13 09:50:13 UTC,USA,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",,,Canada MSA| CBAM| Conflict Mineral| CSRD| Dutch CLDD| EUBR| EUFLR| LKSG| UFLPA| UK MSA| Water Pollution Supply Chain| Water Quantity Supply Chain| WEEE,,
Dana Corporation DBA Pi Innovo LLC,5652,human_rights,0.6,0.052000000000000005,4,0.17059,,,0,,,,665238,52,0,2024-09-09 18:23:46 UTC,2024-09-09 18:23:46 UTC,USA,,,,,,
Corcoran Glass and Paint,5698,human_rights,0.6,0.036000000000000004,3,0.17059,,,0,,,,634420,52,0,2023-07-13 09:50:17 UTC,2023-07-13 09:50:17 UTC,USA,,,,,,
JM Industries,5706,human_rights,0.6,0.044000000000000004,4,0.17059,,,0,,,,634422,52,0,2023-07-13 09:50:17 UTC,2023-07-13 09:50:17 UTC,USA,,,,,,
Susquehanna Wire Rope-Rigging,57679484,human_rights,0.6,0.168,13,0.17059,0.7575,,0,,,,634429,52,0,2023-07-13 09:50:19 UTC,2023-07-13 09:50:19 UTC,USA,Metal Service Centers and Other Metal Merchant Wholesalers,,,CBAM| Data Breach Vulnerability| EUBR| Water Pollution Supply Chain,,
B&B POWDERCOATING AND SANDBLASTING LLC,5778,human_rights,0.6,0.04800000000000001,4,0.17059,,,0,,,,634430,52,0,2023-07-13 09:50:19 UTC,2023-07-13 09:50:19 UTC,USA,,,,,,
Duo-Safety Ladder Corporation,6070734,human_rights,0.6,0.168,14,0.17059,0.73507,,0,,,,634485,52,0,2023-07-13 09:50:30 UTC,2023-07-13 09:50:30 UTC,USA,All Other Miscellaneous Fabricated Metal Product Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
"BAKER MANUFACTURING COMPANY, LLC",6072979,human_rights,0.6,0.09600000000000002,14,0.17059,0.65784,,0,,,,634488,52,0,2023-07-13 09:50:30 UTC,2023-07-13 09:50:30 UTC,USA,Iron Foundries,,,CSDDD| Energy Star,,
Ataco Steel Products Corp,6076699,human_rights,0.6,0.15600000000000003,19,0.17059,0.73172,,0,,,,634495,52,0,2023-07-13 09:50:32 UTC,2023-07-13 09:50:32 UTC,USA,"Metal Crown, Closure, and Other Metal Stamping (Except Automotive)",,,Canada MSA| CSDDD| CSRD| Dutch CLDD| EUFLR| LKSG| Water Pollution Direct| Water Pollution Supply Chain,,
"Flambeau, Inc.",6080840,human_rights,0.6,0.14400000000000002,14,0.17059,0.71713,,3,,,,634500,52,0,2023-07-13 09:50:32 UTC,2023-07-13 09:50:32 UTC,USA,All Other Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"Rhba Acquisitions, LLC",61717872,human_rights,0.6,0.16,19,0.17059,0.72744,,0,,,,634551,52,0,2023-07-13 09:50:43 UTC,2023-07-13 09:50:43 UTC,USA,Other Metal Valve and Pipe Fitting Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
MILTON MANUFACTURING INC,6215,human_rights,0.6,0.128,14,0.17059,0.68819,,0,,,,665265,52,0,2024-09-09 18:24:14 UTC,2024-09-09 18:24:14 UTC,USA,Sheet Metal Work Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
G&W Products,6225,human_rights,0.6,0.04,3,0.17059,,,0,,,,665266,52,0,2024-09-09 18:24:15 UTC,2024-09-09 18:24:15 UTC,USA,,,,,,
MARTINREA-NORTH VERNON DIVISION,6414601,human_rights,0.6,0.052000000000000005,4,0.17059,,,0,,,,634610,52,0,2023-07-13 09:50:55 UTC,2023-07-13 09:50:55 UTC,USA,,,,,,
"Metalfab Material Handling Systems, LLC.",6575,human_rights,0.6,0.04,3,0.17059,,,0,,,,665284,52,0,2024-09-09 18:24:35 UTC,2024-09-09 18:24:35 UTC,USA,,,,,,
"Midland Plastics, Inc.",6581011,human_rights,0.6,0.16,14,0.17059,0.73988,,3,,,,634638,52,0,2023-07-13 09:51:01 UTC,2023-07-13 09:51:01 UTC,USA,Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"Hayes Manufacturing, Inc.",65840910,human_rights,0.6,0.14400000000000002,14,0.17059,0.70814,,0,,,,634640,52,0,2023-07-13 09:51:01 UTC,2023-07-13 09:51:01 UTC,USA,Mechanical Power Transmission Equipment Manufacturing,,,Water Pollution Direct| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Certex USA LLC,6815,human_rights,0.6,0.10400000000000001,13,0.17059,0.68804,,0,,,,665296,52,0,2024-09-09 18:24:48 UTC,2024-09-09 18:24:48 UTC,USA,Other Fabricated Wire Product Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
OSBORNE INDUSTRIES INC,6830,human_rights,0.6,0.132,13,0.17059,0.71713,,3,,,,665297,52,0,2024-09-09 18:24:49 UTC,2024-09-09 18:24:49 UTC,USA,All Other Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Superior Gearbox Company,68555838,human_rights,0.6,0.04,8,0.17059,,,0,,,,634659,52,0,2023-07-13 09:51:05 UTC,2023-07-13 09:51:05 UTC,USA,,,,,,
ADVANCED PLASTIC CORP,6931,human_rights,0.6,0.12,14,0.17059,0.68833,,0,,,,665303,52,0,2024-09-09 18:24:57 UTC,2024-09-09 18:24:57 UTC,USA,Unlaminated Plastics Profile Shape Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
"Custom-Pak, Inc.",69941151,human_rights,0.6,0.14800000000000002,18,0.17059,0.73988,,3,,,,634680,52,0,2023-07-13 09:51:09 UTC,2023-07-13 09:51:09 UTC,USA,Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
Dethmers Manufacturing Company,7275753,human_rights,0.6,0.052000000000000005,9,0.17059,,,0,,,,634697,52,0,2023-07-13 09:51:12 UTC,2023-07-13 09:51:12 UTC,USA,,,,,,
PENDLETON ENGINEERING INC,75,human_rights,0.6,0.052000000000000005,4,0.17059,,,0,,,,634715,52,0,2023-07-13 09:51:16 UTC,2023-07-13 09:51:16 UTC,USA,,,,,,
"Molded Plastic Industries, Inc.",76336072,human_rights,0.6,0.14800000000000002,14,0.17059,0.71713,,3,,,,634718,52,0,2023-07-13 09:51:16 UTC,2023-07-13 09:51:16 UTC,USA,All Other Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
APX Mercersburg LLC,7640,human_rights,0.6,0.10400000000000001,13,0.17059,0.68819,,0,,,,665329,52,0,2024-09-09 18:25:28 UTC,2024-09-09 18:25:28 UTC,USA,Sheet Metal Work Manufacturing,,,CSDDD| Water Pollution Direct| Water Pollution Supply Chain,,
"API Heat Transfer, Company",7727,human_rights,0.6,0.04800000000000001,9,0.17059,,,0,,,,665333,52,0,2024-09-09 18:25:32 UTC,2024-09-09 18:25:32 UTC,USA,,,,,,
"Equipment Management, Co.",787220029,human_rights,0.6,0.04,8,0.17059,,,0,,,,634757,52,0,2023-07-13 09:51:24 UTC,2023-07-13 09:51:24 UTC,USA,,,,,,
Quality Custom Metal Fabrication Inc,797430246,human_rights,0.6,0.052000000000000005,4,0.17059,,,0,,,,634806,52,0,2023-07-13 09:51:34 UTC,2023-07-13 09:51:34 UTC,USA,,,,,,
Atcam LLC,807780101,human_rights,0.6,0.10800000000000001,14,0.17059,0.66643,,0,,,,634872,52,0,2023-07-13 09:51:46 UTC,2023-07-13 09:51:46 UTC,USA,"Metal Coating, Engraving (Except Jewelry and Silverware), and Allied Services to Manufacturers",,,CSDDD| PFAS| Water Pollution Direct| Water Pollution Supply Chain,,
Royaltek Company Ltd.,8115,human_rights,0.6,0.028000000000000004,3,0.16173,,,0,,,,665201,52,0,2024-09-09 18:23:07 UTC,2024-09-09 18:23:07 UTC,TWN,,,,,,
"T-Bird Machining & Fabrication, LLC",831559260,human_rights,0.6,0.1,19,0.17059,0.65833,,0,,,,634953,52,0,2023-07-13 09:52:01 UTC,2023-07-13 09:52:01 UTC,USA,Other Miscellaneous Manufacturing,,,UK MSA,,
Chambersburg Machine Company Incorporated,836329631,human_rights,0.6,0.036000000000000004,3,0.17059,,,0,,,,634967,52,0,2023-07-13 09:52:04 UTC,2023-07-13 09:52:04 UTC,USA,,,,,,
Avionic Structures of Indiana Inc,836511654,human_rights,0.6,0.044000000000000004,4,0.17059,,,0,,,,634970,52,0,2023-07-13 09:52:04 UTC,2023-07-13 09:52:04 UTC,USA,,,,,,
"Helgesen Industries, Inc.",84228915,human_rights,0.6,0.14800000000000002,19,0.17059,0.71915,,0,,,,634984,52,0,2023-07-13 09:52:07 UTC,2023-07-13 09:52:07 UTC,USA,"Showcase, Partition, Shelving, and Locker Manufacturing",,,Deforestation,,
APR Plastic Fabricating Inc.,929779601,human_rights,0.6,0.132,18,0.17059,0.71713,,3,,,,635066,52,0,2023-07-13 09:52:23 UTC,2023-07-13 09:52:23 UTC,USA,All Other Plastics Product Manufacturing,,,PFAS| PPWR| Water Pollution Supply Chain| Water Quantity Supply Chain,,
